PriceHistoryID,ProductID,EffectiveDate,StandardCost,ListPrice,ChangeReason
PH000013972,P01972,2023-09-24,15.62,21.13,Promotion End
PH000013973,P01973,2023-09-29,67.15,119.74,Annual Review
PH000013974,P01974,2023-09-26,71.96,82.66,Cost Increase
PH000013975,P01975,2023-10-01,27.32,32.76,Annual Review
PH000013976,P01976,2023-09-29,17.46,22.55,Annual Review
PH000013977,P01977,2023-09-21,27.71,35.83,Annual Review
PH000013978,P01978,2023-10-01,29.02,33.24,Cost Increase
PH000013979,P01979,2023-10-02,16.43,29.04,Market Adjustment
PH000013980,P01980,2023-10-03,18.5,22.12,Promotion End
PH000013981,P01981,2023-10-05,72.92,89.86,Market Adjustment
PH000013982,P01982,2023-09-28,41.27,72.85,Promotion End
PH000013983,P01983,2023-09-29,24.26,35.54,Cost Increase
PH000013984,P01984,2023-09-25,14.44,17.03,Promotion End
PH000013985,P01985,2023-10-04,18.67,24.19,Promotion End
PH000013986,P01986,2023-10-08,9.35,15.04,Market Adjustment
PH000013987,P01987,2023-09-29,34.01,58.26,Annual Review
PH000013988,P01988,2023-09-22,18.26,33.29,Cost Increase
PH000013989,P01989,2023-10-07,36.39,41.02,Promotion End
PH000013990,P01990,2023-09-23,48.8,59.12,Promotion End
PH000013991,P01991,2023-10-06,36.78,50.1,Market Adjustment
PH000013992,P01992,2023-09-28,22.29,39.77,Market Adjustment
PH000013993,P01993,2023-10-03,16.37,30.68,Annual Review
PH000013994,P01994,2023-09-29,12.79,22.19,Promotion End
PH000013995,P01995,2023-09-18,67.24,96.63,Promotion End
PH000013996,P01996,2023-10-07,34.3,41.82,Market Adjustment
PH000013997,P01997,2023-09-20,22.54,31.02,Annual Review
PH000013998,P01998,2023-10-01,43.38,73.7,Cost Increase
PH000013999,P01999,2023-09-27,59.38,69.5,Promotion End
PH000014000,P02000,2023-10-06,17.82,31.36,Cost Increase
PH000014001,P02001,2023-09-26,34.38,51.33,Annual Review
PH000014002,P02002,2023-09-20,34.97,53.39,Promotion End
PH000014003,P02003,2023-10-06,76.08,104.51,Cost Increase
PH000014004,P02004,2023-09-19,23.32,27.78,Promotion End
PH000014005,P02005,2023-09-20,16.0,25.09,Annual Review
PH000014006,P02006,2023-09-25,36.87,51.79,Annual Review
PH000014007,P02007,2023-09-21,46.19,55.15,Market Adjustment
PH000014008,P02008,2023-10-08,31.98,50.76,Annual Review
PH000014009,P02009,2023-09-24,82.36,97.45,Market Adjustment
PH000014010,P02010,2023-09-19,23.24,31.34,Market Adjustment
PH000014011,P02011,2023-10-08,32.66,37.62,Annual Review
PH000014012,P02012,2023-10-01,11.3,15.12,Promotion End
PH000014013,P02013,2023-09-21,15.28,20.76,Cost Increase
PH000014014,P02014,2023-09-19,18.35,24.62,Annual Review
PH000014015,P02015,2023-10-01,25.09,47.94,Cost Increase
PH000014016,P02016,2023-09-29,12.12,21.91,Cost Increase
PH000014017,P02017,2023-10-08,42.04,52.84,Promotion End
PH000014018,P02018,2023-09-29,16.98,26.78,Market Adjustment
PH000014019,P02019,2023-09-29,130.96,185.27,Cost Increase
PH000014020,P02020,2023-09-22,17.5,28.79,Market Adjustment
PH000014021,P02021,2023-09-22,30.5,40.86,Annual Review
PH000014022,P02022,2023-10-05,27.44,40.14,Promotion End
PH000014023,P02023,2023-09-22,14.57,17.53,Annual Review
PH000014024,P02024,2023-09-24,25.85,34.09,Market Adjustment
PH000014025,P02025,2023-09-26,25.65,29.72,Cost Increase
PH000014026,P02026,2023-09-27,52.77,74.22,Cost Increase
PH000014027,P02027,2023-10-05,36.86,45.71,Cost Increase
PH000014028,P02028,2023-09-19,41.71,56.54,Annual Review
PH000014029,P02029,2023-09-30,53.13,68.72,Annual Review
PH000014030,P02030,2023-09-29,43.24,62.03,Annual Review
PH000014031,P02031,2023-09-21,33.07,44.25,Promotion End
PH000014032,P02032,2023-09-23,18.47,21.07,Cost Increase
PH000014033,P02033,2023-10-06,31.76,58.99,Annual Review
PH000014034,P02034,2023-09-24,15.79,30.07,Promotion End
PH000014035,P02035,2023-10-05,27.38,35.86,Cost Increase
PH000014036,P02036,2023-10-02,24.73,32.66,Promotion End
PH000014037,P02037,2023-10-02,25.37,41.04,Cost Increase
PH000014038,P02038,2023-09-23,12.1,14.76,Annual Review
PH000014039,P02039,2023-09-19,4.5,7.68,Promotion End
PH000014040,P02040,2023-10-08,21.79,29.16,Market Adjustment
PH000014041,P02041,2023-09-30,63.34,89.29,Annual Review
PH000014042,P02042,2023-10-08,29.66,35.85,Annual Review
PH000014043,P02043,2023-10-03,59.37,94.64,Promotion End
PH000014044,P02044,2023-09-30,15.97,25.4,Market Adjustment
PH000014045,P02045,2023-09-20,21.41,30.22,Cost Increase
PH000014046,P02046,2023-09-19,138.09,223.33,Promotion End
PH000014047,P02047,2023-09-24,16.68,25.04,Promotion End
PH000014048,P02048,2023-09-30,42.93,76.52,Promotion End
PH000014049,P02049,2023-10-02,41.85,48.59,Cost Increase
PH000014050,P02050,2023-09-30,38.93,51.81,Market Adjustment
PH000014051,P02051,2023-09-22,43.03,52.38,Cost Increase
PH000014052,P02052,2023-09-30,16.8,27.7,Market Adjustment
PH000014053,P02053,2023-09-25,22.17,34.48,Cost Increase
PH000014054,P02054,2023-09-25,5.38,6.66,Promotion End
PH000014055,P02055,2023-09-30,77.91,106.3,Cost Increase
PH000014056,P02056,2023-09-21,42.86,58.07,Cost Increase
PH000014057,P02057,2023-10-01,17.79,25.72,Cost Increase
PH000014058,P02058,2023-09-27,15.9,31.07,Promotion End
PH000014059,P02059,2023-09-26,62.09,72.88,Market Adjustment
PH000014060,P02060,2023-10-02,17.84,26.04,Cost Increase
PH000014061,P02061,2023-10-02,17.95,22.77,Cost Increase
PH000014062,P02062,2023-09-25,14.49,25.69,Cost Increase
PH000014063,P02063,2023-10-06,48.34,88.34,Cost Increase
PH000014064,P02064,2023-10-05,57.41,109.6,Cost Increase
PH000014065,P02065,2023-09-28,25.08,43.53,Annual Review
PH000014066,P02066,2023-09-18,57.68,70.27,Market Adjustment
PH000014067,P02067,2023-10-05,36.5,46.87,Cost Increase
PH000014068,P02068,2023-09-21,13.88,17.35,Market Adjustment
PH000014069,P02069,2023-09-26,75.77,96.0,Promotion End
PH000014070,P02070,2023-09-23,14.23,24.2,Market Adjustment
PH000014071,P02071,2023-09-22,25.38,42.02,Annual Review
PH000014072,P02072,2023-09-30,34.34,40.51,Cost Increase
PH000014073,P02073,2023-09-24,76.49,93.0,Market Adjustment
PH000014074,P02074,2023-09-25,30.94,39.77,Promotion End
PH000014075,P02075,2023-09-28,26.17,34.27,Annual Review
PH000014076,P02076,2023-10-07,21.87,26.47,Annual Review
PH000014077,P02077,2023-09-24,37.48,48.37,Cost Increase
PH000014078,P02078,2023-10-05,17.99,23.47,Promotion End
PH000014079,P02079,2023-09-30,37.37,69.85,Promotion End
PH000014080,P02080,2023-09-19,59.53,88.29,Market Adjustment
PH000014081,P02081,2023-09-29,11.04,15.99,Promotion End
PH000014082,P02082,2023-09-19,40.78,61.66,Annual Review
PH000014083,P02083,2023-09-28,24.21,30.02,Cost Increase
PH000014084,P02084,2023-09-22,12.58,14.73,Promotion End
PH000014085,P02085,2023-09-18,27.33,44.59,Promotion End
PH000014086,P02086,2023-10-01,60.59,69.69,Promotion End
PH000014087,P02087,2023-10-07,29.76,35.17,Promotion End
PH000014088,P02088,2023-09-19,13.67,21.44,Cost Increase
PH000014089,P02089,2023-09-21,38.0,58.76,Annual Review
PH000014090,P02090,2023-09-21,6.61,10.21,Market Adjustment
PH000014091,P02091,2023-09-28,66.94,99.09,Market Adjustment
PH000014092,P02092,2023-10-05,10.75,19.78,Annual Review
PH000014093,P02093,2023-10-02,27.42,50.48,Market Adjustment
PH000014094,P02094,2023-10-02,37.95,60.21,Annual Review
PH000014095,P02095,2023-09-27,16.82,23.16,Cost Increase
PH000014096,P02096,2023-09-22,56.47,68.67,Promotion End
PH000014097,P02097,2023-10-07,42.59,67.11,Market Adjustment
PH000014098,P02098,2023-09-25,69.73,95.69,Annual Review
PH000014099,P02099,2023-10-02,35.36,41.91,Cost Increase
PH000014100,P02100,2023-10-05,6.8,8.67,Annual Review
PH000014101,P02101,2023-09-25,16.47,30.4,Cost Increase
PH000014102,P02102,2023-10-06,41.74,75.19,Cost Increase
PH000014103,P02103,2023-10-05,74.91,117.89,Market Adjustment
PH000014104,P02104,2023-09-19,29.1,42.71,Annual Review
PH000014105,P02105,2023-10-03,63.04,90.13,Annual Review
PH000014106,P02106,2023-09-18,29.27,43.16,Annual Review
PH000014107,P02107,2023-10-06,41.69,53.26,Market Adjustment
PH000014108,P02108,2023-09-25,26.88,45.83,Annual Review
PH000014109,P02109,2023-09-27,66.45,92.33,Annual Review
PH000014110,P02110,2023-09-27,96.75,157.4,Annual Review
PH000014111,P02111,2023-10-06,89.26,125.47,Promotion End
PH000014112,P02112,2023-10-07,288.66,423.58,Promotion End
PH000014113,P02113,2023-10-03,17.97,27.13,Cost Increase
PH000014114,P02114,2023-09-28,37.29,51.04,Market Adjustment
PH000014115,P02115,2023-10-05,18.02,24.9,Annual Review
PH000014116,P02116,2023-09-21,64.94,95.43,Cost Increase
PH000014117,P02117,2023-10-04,14.38,21.47,Promotion End
PH000014118,P02118,2023-09-21,66.24,116.92,Cost Increase
PH000014119,P02119,2023-09-18,33.45,47.91,Promotion End
PH000014120,P02120,2023-10-01,27.4,34.52,Promotion End
PH000014121,P02121,2023-10-04,28.48,35.37,Cost Increase
PH000014122,P02122,2023-09-20,13.57,16.66,Cost Increase
PH000014123,P02123,2023-10-07,33.02,41.8,Promotion End
PH000014124,P02124,2023-09-30,33.29,56.45,Annual Review
PH000014125,P02125,2023-09-21,18.47,30.64,Market Adjustment
PH000014126,P02126,2023-09-28,23.19,37.29,Promotion End
PH000014127,P02127,2023-10-06,39.92,49.25,Cost Increase
PH000014128,P02128,2023-09-20,16.51,25.68,Annual Review
PH000014129,P02129,2023-09-21,8.56,14.95,Promotion End
PH000014130,P02130,2023-09-18,81.38,103.23,Promotion End
PH000014131,P02131,2023-09-26,34.63,42.62,Market Adjustment
PH000014132,P02132,2023-09-24,20.53,24.62,Promotion End
PH000014133,P02133,2023-09-25,17.87,26.21,Market Adjustment
PH000014134,P02134,2023-09-30,16.61,21.2,Promotion End
PH000014135,P02135,2023-09-19,63.81,88.7,Cost Increase
PH000014136,P02136,2023-10-05,11.85,16.07,Annual Review
PH000014137,P02137,2023-09-25,36.83,50.31,Annual Review
PH000014138,P02138,2023-09-26,38.0,44.51,Promotion End
PH000014139,P02139,2023-09-26,49.27,81.71,Market Adjustment
PH000014140,P02140,2023-09-27,22.29,32.67,Cost Increase
PH000014141,P02141,2023-09-28,74.88,137.32,Market Adjustment
PH000014142,P02142,2023-10-05,50.35,57.88,Promotion End
PH000014143,P02143,2023-10-05,21.89,27.26,Market Adjustment
PH000014144,P02144,2023-10-07,17.42,31.48,Market Adjustment
PH000014145,P02145,2023-09-22,26.0,35.24,Promotion End
PH000014146,P02146,2023-09-28,20.68,30.98,Promotion End
PH000014147,P02147,2023-10-01,15.36,24.63,Cost Increase
PH000014148,P02148,2023-10-01,29.83,40.06,Annual Review
PH000014149,P02149,2023-10-03,23.36,36.74,Cost Increase
PH000014150,P02150,2023-09-18,94.47,138.01,Promotion End
PH000014151,P02151,2023-09-23,20.63,32.09,Cost Increase
PH000014152,P02152,2023-10-04,17.55,24.77,Annual Review
PH000014153,P02153,2023-09-29,29.23,43.02,Market Adjustment
PH000014154,P02154,2023-10-08,33.5,42.89,Promotion End
PH000014155,P02155,2023-09-18,35.5,59.73,Annual Review
PH000014156,P02156,2023-09-30,35.61,41.73,Annual Review
PH000014157,P02157,2023-09-21,29.42,51.17,Cost Increase
PH000014158,P02158,2023-09-28,27.77,33.08,Market Adjustment
PH000014159,P02159,2023-09-26,43.65,65.55,Annual Review
PH000014160,P02160,2023-09-24,14.4,19.41,Annual Review
PH000014161,P02161,2023-10-04,17.54,26.03,Annual Review
PH000014162,P02162,2023-10-05,9.94,14.38,Annual Review
PH000014163,P02163,2023-09-21,14.88,18.37,Cost Increase
PH000014164,P02164,2023-09-28,59.13,70.3,Promotion End
PH000014165,P02165,2023-09-23,41.64,78.17,Cost Increase
PH000014166,P02166,2023-09-18,104.61,138.82,Annual Review
PH000014167,P02167,2023-10-07,83.06,121.35,Annual Review
PH000014168,P02168,2023-10-04,42.57,63.38,Promotion End
PH000014169,P02169,2023-09-27,31.14,49.37,Market Adjustment
PH000014170,P02170,2023-09-28,29.52,45.5,Market Adjustment
PH000014171,P02171,2023-09-28,6.9,9.35,Cost Increase
PH000014172,P02172,2023-10-06,26.74,37.26,Annual Review
PH000014173,P02173,2023-09-28,19.35,32.12,Annual Review
PH000014174,P02174,2023-09-29,15.24,18.73,Cost Increase
PH000014175,P02175,2023-09-20,37.44,52.79,Market Adjustment
PH000014176,P02176,2023-10-08,24.41,40.8,Annual Review
PH000014177,P02177,2023-09-27,30.59,47.69,Cost Increase
PH000014178,P02178,2023-09-29,13.75,17.84,Promotion End
PH000014179,P02179,2023-10-05,52.46,77.84,Annual Review
PH000014180,P02180,2023-10-05,21.21,35.73,Market Adjustment
PH000014181,P02181,2023-09-29,37.24,56.56,Annual Review
PH000014182,P02182,2023-09-22,22.32,27.96,Promotion End
PH000014183,P02183,2023-09-24,6.13,8.1,Cost Increase
PH000014184,P02184,2023-09-26,38.93,59.07,Annual Review
PH000014185,P02185,2023-10-05,25.85,34.65,Market Adjustment
PH000014186,P02186,2023-09-24,9.55,13.56,Market Adjustment
PH000014187,P02187,2023-10-07,12.73,15.36,Promotion End
PH000014188,P02188,2023-10-01,53.53,67.7,Promotion End
PH000014189,P02189,2023-10-07,10.04,17.21,Annual Review
PH000014190,P02190,2023-09-28,20.9,36.42,Promotion End
PH000014191,P02191,2023-10-07,109.34,142.94,Market Adjustment
PH000014192,P02192,2023-10-01,40.2,50.54,Promotion End
PH000014193,P02193,2023-10-07,48.22,74.73,Market Adjustment
PH000014194,P02194,2023-09-22,22.93,38.82,Promotion End
PH000014195,P02195,2023-10-06,8.94,11.25,Promotion End
PH000014196,P02196,2023-09-26,32.94,56.96,Promotion End
PH000014197,P02197,2023-09-24,13.2,17.35,Promotion End
PH000014198,P02198,2023-10-01,12.71,23.54,Cost Increase
PH000014199,P02199,2023-10-08,29.79,38.85,Market Adjustment
PH000014200,P02200,2023-10-05,13.82,20.66,Annual Review
PH000014201,P02201,2023-09-22,27.81,32.18,Annual Review
PH000014202,P02202,2023-09-22,18.01,26.46,Annual Review
PH000014203,P02203,2023-10-04,26.8,39.11,Annual Review
PH000014204,P02204,2023-09-29,19.81,23.88,Promotion End
PH000014205,P02205,2023-09-20,27.08,32.48,Cost Increase
PH000014206,P02206,2023-09-22,76.93,136.32,Annual Review
PH000014207,P02207,2023-09-18,47.94,62.17,Annual Review
PH000014208,P02208,2023-09-26,25.62,31.16,Promotion End
PH000014209,P02209,2023-10-03,67.14,85.91,Promotion End
PH000014210,P02210,2023-09-30,36.78,42.08,Market Adjustment
PH000014211,P02211,2023-09-23,63.85,76.49,Promotion End
PH000014212,P02212,2023-09-24,10.65,14.1,Market Adjustment
PH000014213,P02213,2023-10-03,14.27,20.77,Promotion End
PH000014214,P02214,2023-10-01,31.71,38.02,Cost Increase
PH000014215,P02215,2023-10-08,24.94,39.76,Cost Increase
PH000014216,P02216,2023-10-02,27.72,32.56,Annual Review
PH000014217,P02217,2023-09-19,40.56,50.42,Annual Review
PH000014218,P02218,2023-09-25,111.28,134.38,Cost Increase
PH000014219,P02219,2023-09-25,21.28,27.13,Cost Increase
PH000014220,P02220,2023-10-06,10.95,20.14,Promotion End
PH000014221,P02221,2023-10-01,35.93,44.04,Annual Review
PH000014222,P02222,2023-09-18,27.41,33.24,Market Adjustment
PH000014223,P02223,2023-09-20,30.64,55.55,Promotion End
PH000014224,P02224,2023-10-08,38.29,50.36,Cost Increase
PH000014225,P02225,2023-09-21,76.66,128.99,Promotion End
PH000014226,P02226,2023-09-30,16.59,25.75,Promotion End
PH000014227,P02227,2023-09-22,11.34,15.58,Market Adjustment
PH000014228,P02228,2023-09-30,42.36,62.41,Annual Review
PH000014229,P02229,2023-09-28,18.76,24.43,Promotion End
PH000014230,P02230,2023-10-06,18.74,22.78,Cost Increase
PH000014231,P02231,2023-10-04,37.48,48.4,Annual Review
PH000014232,P02232,2023-10-01,62.22,78.48,Annual Review
PH000014233,P02233,2023-09-20,55.79,98.38,Market Adjustment
PH000014234,P02234,2023-10-08,28.64,38.42,Market Adjustment
PH000014235,P02235,2023-09-24,157.04,247.7,Market Adjustment
PH000014236,P02236,2023-10-05,34.65,45.39,Promotion End
PH000014237,P02237,2023-10-04,100.63,190.36,Annual Review
PH000014238,P02238,2023-09-26,17.86,20.5,Promotion End
PH000014239,P02239,2023-10-08,33.36,46.84,Promotion End
PH000014240,P02240,2023-09-28,48.0,67.31,Annual Review
PH000014241,P02241,2023-09-25,32.72,61.37,Cost Increase
PH000014242,P02242,2023-10-03,38.22,54.46,Promotion End
PH000014243,P02243,2023-10-06,30.06,35.99,Annual Review
PH000014244,P02244,2023-09-30,92.91,151.87,Cost Increase
PH000014245,P02245,2023-09-23,37.91,59.9,Cost Increase
PH000014246,P02246,2023-09-30,96.46,149.98,Cost Increase
PH000014247,P02247,2023-09-23,17.32,20.59,Market Adjustment
PH000014248,P02248,2023-09-25,36.46,44.33,Market Adjustment
PH000014249,P02249,2023-10-05,20.36,30.89,Promotion End
PH000014250,P02250,2023-09-18,33.58,62.25,Cost Increase
PH000014251,P02251,2023-10-07,10.1,13.23,Market Adjustment
PH000014252,P02252,2023-09-25,11.54,13.97,Promotion End
PH000014253,P02253,2023-10-07,17.8,25.46,Cost Increase
PH000014254,P02254,2023-09-18,48.72,62.23,Annual Review
PH000014255,P02255,2023-10-05,15.01,21.5,Annual Review
PH000014256,P02256,2023-09-29,24.15,44.03,Annual Review
PH000014257,P02257,2023-09-27,68.29,93.36,Market Adjustment
PH000014258,P02258,2023-10-01,31.17,45.86,Cost Increase
PH000014259,P02259,2023-10-05,50.57,70.35,Market Adjustment
PH000014260,P02260,2023-09-19,23.67,30.82,Cost Increase
PH000014261,P02261,2023-10-04,13.6,19.7,Market Adjustment
PH000014262,P02262,2023-10-08,25.84,47.97,Market Adjustment
PH000014263,P02263,2023-10-08,57.91,92.12,Promotion End
PH000014264,P02264,2023-09-27,24.17,35.28,Annual Review
PH000014265,P02265,2023-10-02,17.18,29.24,Market Adjustment
PH000014266,P02266,2023-09-23,54.27,84.01,Promotion End
PH000014267,P02267,2023-09-23,100.37,134.63,Cost Increase
PH000014268,P02268,2023-09-19,28.44,48.33,Promotion End
PH000014269,P02269,2023-09-24,15.24,27.4,Cost Increase
PH000014270,P02270,2023-09-18,13.48,18.85,Cost Increase
PH000014271,P02271,2023-09-22,60.16,112.34,Cost Increase
PH000014272,P02272,2023-09-20,7.71,8.96,Cost Increase
PH000014273,P02273,2023-09-26,43.28,48.96,Annual Review
PH000014274,P02274,2023-10-02,4.42,4.98,Market Adjustment
PH000014275,P02275,2023-09-23,31.66,48.64,Cost Increase
PH000014276,P02276,2023-09-30,58.02,79.72,Cost Increase
PH000014277,P02277,2023-10-01,17.62,22.03,Promotion End
PH000014278,P02278,2023-09-29,98.62,114.62,Cost Increase
PH000014279,P02279,2023-09-30,36.95,63.06,Market Adjustment
PH000014280,P02280,2023-10-04,48.9,62.96,Cost Increase
PH000014281,P02281,2023-09-23,44.19,55.44,Market Adjustment
PH000014282,P02282,2023-09-28,36.55,62.36,Market Adjustment
PH000014283,P02283,2023-10-04,41.47,49.26,Annual Review
PH000014284,P02284,2023-09-19,3.38,4.64,Annual Review
PH000014285,P02285,2023-09-20,44.3,54.1,Annual Review
PH000014286,P02286,2023-09-29,26.92,39.06,Cost Increase
PH000014287,P02287,2023-09-21,35.0,60.89,Cost Increase
PH000014288,P02288,2023-09-18,59.85,103.45,Cost Increase
PH000014289,P02289,2023-10-02,15.45,19.35,Promotion End
PH000014290,P02290,2023-10-07,20.69,25.24,Promotion End
PH000014291,P02291,2023-10-06,22.37,36.86,Promotion End
PH000014292,P02292,2023-10-03,31.63,39.99,Annual Review
PH000014293,P02293,2023-09-18,23.69,38.59,Cost Increase
PH000014294,P02294,2023-09-25,40.93,57.87,Annual Review
PH000014295,P02295,2023-10-02,8.81,13.51,Market Adjustment
PH000014296,P02296,2023-09-27,50.88,60.01,Promotion End
PH000014297,P02297,2023-10-05,33.11,48.46,Annual Review
PH000014298,P02298,2023-09-25,48.13,80.15,Market Adjustment
PH000014299,P02299,2023-10-03,22.16,31.51,Market Adjustment
PH000014300,P02300,2023-09-27,65.51,110.74,Cost Increase
PH000014301,P02301,2023-09-22,47.3,78.11,Promotion End
PH000014302,P02302,2023-10-04,27.81,46.56,Promotion End
PH000014303,P02303,2023-09-23,26.28,44.03,Cost Increase
PH000014304,P02304,2023-09-27,13.8,17.36,Annual Review
PH000014305,P02305,2023-10-06,13.15,18.9,Cost Increase
PH000014306,P02306,2023-10-03,30.46,38.23,Cost Increase
PH000014307,P02307,2023-10-08,21.05,31.74,Cost Increase
PH000014308,P02308,2023-09-29,19.79,23.64,Cost Increase
PH000014309,P02309,2023-09-27,3.92,6.96,Annual Review
PH000014310,P02310,2023-10-08,193.94,234.45,Annual Review
PH000014311,P02311,2023-10-08,12.99,18.39,Market Adjustment
